"Prioritisation","ID","Date Added","Date of Publishing","Summary","Data Source","Probability of UK alert","Product Category","Raw Product Phrase","Commodity / Product","Country of Origin","Notified by","Hazard Description","Hazard Group","Incident Title","Alert Type","Link","Food, Feed or FCM","Manufacturer","Brand","Organisations","Source Type","Is A Food Article","Eu/non-EU Country of Origin","EU/non-EU Notifying Country"
"unknown","219399","2020-06-13","2020-06-12",": abc fruitery jelly,","Croatia_FAR","0","honey and royal jelly","abc fruitery jelly,","jelly","Croatia","Croatia","","unclassified","Recall of product ABC Fruitery JELLY, Jelly Assorted Jar 20×28, 5g","recall","https://www.hapih.hr/opoziv-proizvoda-abc-jelly-fruitery-jelly-assorted-jar/","food",NA,NA,"ABC Fruitery JELLY, Tsang Lin Industries Ltd, NizozemskaStavlja, Asia Express Food BV, TajvanUvoznik, Kilbystraat 1, 8263, Jelly Assorted Jar, Commission","Official","Yes","EU","EU"
"unknown","219338","2020-06-12","2020-06-11",": carrageenan and locust bean gum","Belgium_FAR","0","fruits and vegetables","carrageenan and locust bean gum","bean","Belgium","Belgium","","unclassified","possible risk of suffocation, mainly in children","recall","http://www.favv-afsca.fgov.be/consommateurs/rappelsdeproduits/2020/2020-06-11.asp","food",NA,NA,"Jelly, FASFC, Fruitery Jelly, Food and Feed, Newsletter","Official","Yes","EU","EU"
"unknown","219361","2020-06-12","2020-06-11",": saucisses xxl 1kg","Luxembourg_FAR","0",NA,"saucisses xxl 1kg","saucisse","Luxembourg","Luxembourg","","unclassified","Warning allergne : Sausages XXL 1kg mark Van Loon (Of Zaligheden) Allergne uf non dclar, single infraction possible allergic","recall","https://securite-alimentaire.public.lu/fr/actualites/Avertissementsallergenes/2020/avril-20201/Avertissement-allergene-saucisse-xxl.html","food",NA,"de zaligheden","the Office of the government, LidlDistribution, Saucisses, LidlLes","Official","Yes","EU","EU"
"unknown","219332","2020-06-11","2020-06-10",": salmon fillet smoked finissima, quick-freeze","Croatia_FAR","0","fish and fish products","salmon fillet smoked finissima, quick-freeze","salmon","Serbia","Croatia","","unclassified","NOTICE FOR users Recall of the product: SALMON FILLET 200g SMOKED FINISSIMA, quick-freeze","recall","https://www.hapih.hr/obavijest-za-potrosace-opoziv-proizvoda-losos-filet-dimljeni-finissima-200g-brzo-zamrznuti/","food",NA,NA,"Debt ResaObavijest, Commission Regulation, Ministry of agriculture, EC, NorveskaProizvodi, ANCORA NUOVA d.about.about, SALMON FILLET SMOKED FINISSIMA 200","Official","Yes","non_EU","EU"
"unknown","219336","2020-06-11","2020-06-10",": cooking sauce","New_Zealand_FAR","0","soups, broths, sauces and condiments","cooking sauce","sauce","New Zealand","New Zealand","","unclassified","Chicken Tonight brand Cashew Satay Cooking Sauce","recall","https://www.mpi.govt.nz/food-safety/food-recalls/recalled-food-products/chicken-tonight-brand-cashew-satay-cooking-sauce/","food",NA,NA,"Cashew Satay, Simplot New Zealand Ltd","Official","Yes","non_EU","non_EU"
"unknown","219331","2020-06-11","2020-06-07",": marzipan pastry shop ltd.. ..","Israel_FAR","0","cereals and bakery products","marzipan pastry shop ltd.. ..","bakery product","Israel","Israel","","unclassified","Marzipan Pastry Shop Ltd.","recall","https://www.health.gov.il/English/News_and_Events/Recall/Documents/RCL_07062020_01_EN.pdf","food",NA,NA,"the Ministry of Health, Marzipan Pastry Shop Ltd., Company, the Food Service, the Food Service - Jerusalem District","Official","Yes","non_EU","non_EU"
"unknown","219298","2020-06-10","2020-06-09",": food colours","Belgium_FAR","0","food additives and flavourings","food colours","food colour","Belgium","Belgium","","unclassified","s the presence of the dye ""amaranth"" (e123), which is not declared on the label","recall","http://www.favv-afsca.fgov.be/consommateurs/rappelsdeproduits/2020/2020-06-09.asp","food",NA,NA,"DDM, Red Food Colour, Yellow Food Colour - Product, Food and Feed, ADI, FASFC, Oostende, Yellow / Orange / Red Food Colour, KTC, Yellow / Orange Food Colour, Sun Kwong Trading, SOP, KTC - Batch","Official","Yes","EU","EU"
"unknown","219304","2020-06-10","2020-06-09",": pentagon cup jelly snacks bag","Ireland_FAR","0","confectionery","pentagon cup jelly snacks bag","bakery product","Taiwan","Ireland","","unclassified","Recall of ABC Jelly Fruit Cup Sweets Due to Possible Choking Risk","recall","https://www.fsai.ie/news_centre/food_alerts/ABC_jelly_products.html","food",NA,NA,"ABC Jelly Fruit Cup Sweets Due to Possible, Pentagon Cup, Pentagon, ABC Jelly Products","Official","Yes","non_EU","EU"
"unknown","219280","2020-06-08","2020-06-08",": offered lamb","Iceland_FAR","0","meat and meat products (other than poultry)","offered lamb","lamb","Iceland","Iceland","","unclassified","Sales lambakjöts from heimaslátruðu money on social media referred to police","recall","https://www.mast.is/is/um-mast/frettir/frettir/sala-lambakjots-ur-heimaslatrudu-fe-a-samfelagsmidli-visad-til-logreglu","food",NA,NA,"https://www.mast.is/is/um-mast/frettir/frettir/sala-lambakjots-ur-heimaslatrudu-fe-a-samfelagsmidli-visad-til-logreglu","Official","Yes","non_EU","non_EU"
"unknown","219275","2020-06-08","2020-06-07",": ","Iceland_FAR","0",NA,"",NA,"Iceland","Iceland","","unclassified","Day matvælaöryggis 2020 – food security concerns all","recall","https://www.mast.is/is/um-mast/frettir/frettir/dagur-matvaelaoryggis-2020-oryggi-matvaela-vardar-alla","food",NA,NA,"EFSA, the european Commission, EFSA One, ACN","Official","Yes","non_EU","non_EU"
"unknown","219245","2020-06-06","2020-06-05",": swindon fish","Norway_FAR","0","fish and fish products","swindon fish","fish","Norway","Norway","","unclassified","""Fiskekarbonader maternal Grandmother hand-Made"" from the Swindon fish pulled from the market","recall","https://www.matportalen.no/verktoy/tilbaketrekkinger/fiskekarbonader_mormor_haandlagd_fra_tromsdalen_fisk_trekkes_fra_markedet","food",NA,NA,"Swindon, Troms, Tromso","Official","Yes","non_EU","non_EU"
"unknown","219264","2020-06-06","2020-06-05",": salmon norwegian smoked despar gministarstvo","Croatia_FAR","0","fish and fish products","salmon norwegian smoked despar gministarstvo","salmon","Croatia","Croatia","","unclassified","Recall of the product Salmon Norwegian Smoked Despar 100g","recall","https://www.hapih.hr/opoziv-proizvoda-losos-norveski-dimljeni-despar-100g/","food",NA,NA,"Commission Regulation, DESPAR, EAN, EC, ZagrebObavijest","Official","Yes","EU","EU"
"unknown","219247","2020-06-06","2020-05-20",": kent home fresh starter amp crumble 27- 25 lb. bags recalled due to elevated salt levels.","USA_Animal_FAR","0",NA,"kent home fresh starter amp crumble 27- 25 lb. bags recalled due to elevated salt levels.","home starter salt","USA","USA","","unclassified","Kent Home Fresh Starter AMP Crumble","recall","https://www.avma.org/news/recalls-alerts/kent-home-fresh-starter-amp-crumble","feed",NA,"kent nutrition group","Kent Nutrition Group, Kent Home Fresh Starter AMP Crumble","Official","Yes","non_EU","non_EU"
"unknown","219089","2020-06-05","2020-06-05",": ","Slovakia_FAR","0",NA,"",NA,"Spain","Slovakia","","unclassified","Notice of the findings of the non-compliant product","recall","https://www.svps.sk/potraviny/info_17_1_2020.asp","food",NA,NA,"ke Kapusany, RVPS, EU, Dipper XL, NAGEL SLOVAKIA","Official","Yes","EU","EU"
"unknown","219059","2020-06-05","2020-06-04",": mackerel whole smoked","Quebec_FAR","0","fish and fish products","mackerel whole smoked","mackerel","Canada","Canada","","unclassified","Notice not to consume the smoked mackerel sold by the company Mokolo Market","recall","https://www.mapaq.gouv.qc.ca/fr/Consommation/rappelsaliments/2020/06/Pages/4146.aspx","food",NA,NA,"MontrealTel, Mokolo Market, MAPAQ, AlimentationTel, presseVille, Division","Official","Yes","non_EU","non_EU"
"unknown","219065","2020-06-05","2020-06-04",": ","Iceland_FAR","0",NA,"",NA,"Iceland","Iceland","","unclassified","About maintenance varnargirðinga","recall","https://www.mast.is/is/um-mast/frettir/frettir/um-vidhald-varnargirdinga","food",NA,NA,"Uthlutunin","Official","Yes","non_EU","non_EU"
"unknown","219027","2020-06-04","2020-06-03",": deepfried meat balls","Netherlands_FAR","0","meat and meat products (other than poultry)","deepfried meat balls","meat ball","Netherlands","Netherlands","","unclassified","Important safety warning the Oven & Airfryer, Old Amsterdam, Kwekkeboom","recall","https://www.nvwa.nl/documenten/waarschuwingen/2020/06/03/belangrijke-veiligheidswaarschuwing-oven--airfryer-old-amsterdam-kwekkeboom","food",NA,NA,"Kwekkeboom Oven & Airfryer Beef, the Oven & Airfryer, Kwekkeboom Oven & Airfryer, the Albert Heijn Supermarket Dirk van den Broek","Official","Yes","EU","EU"
"unknown","219043","2020-06-04","2020-06-03",": ","Iceland_FAR","0",NA,"",NA,"Iceland","Iceland","","unclassified","Version rekstrarleyfis to aquaculture in the Ísafjarðardjúp","recall","https://www.mast.is/is/um-mast/frettir/frettir/utgafa-rekstrarleyfis-til-fiskeldis-i-isafjardardjupi","food",NA,NA,"Isafjardardjups, Haafell, Haafells ltd, Haafells FE-1106, Matvaelastofnunar to Haafells ltd, Matsskyrsla Haafells ltd","Official","Yes","non_EU","non_EU"
"unknown","218996","2020-06-03","2020-06-02",": amaranth e","Belgium_FAR","0","nuts, nut products and seeds","amaranth e","amaranth","Belgium","Belgium","","unclassified","s  - the presence of amaranth (e123), which is not declared on the label","recall","http://www.favv-afsca.fgov.be/consommateurs/rappelsdeproduits/2020/2020-06-02.asp","food",NA,NA,"ADI, FASFC, Food and Feed, KTC, Newsletter, Kam Yuen Supermarket, DDM, Oostende, Red Food Colour","Official","Yes","EU","EU"
"unknown","218384","2020-05-30","2020-05-29",": ","Belgium_FAR","0",NA,"",NA,"Belgium","Belgium","","unclassified",": ","recall","http://www.favv-afsca.fgov.be/consommateurs/rappelsdeproduits/2020/2020-05-29.asp","food",NA,NA,"","Official","Yes","EU","EU"
"unknown","218397","2020-05-30","2020-05-29",": ","Netherlands_FAR","0",NA,"",NA,"Netherlands","Netherlands","","unclassified"," Important security note TriCoastal kinderdrinkflessen","recall","https://www.nvwa.nl/documenten/waarschuwingen/2020/05/29/belangrijke-veiligheidswaarschuwing-tricoastal-kinderdrinkflessen","food",NA,NA,"TriCoastal Design, https://www.nvwa.nl/documenten/waarschuwingen/2020/05/29/belangrijke-veiligheidswaarschuwing-tricoastal-kinderdrinkflessen, a TK Maxx, TriCoastal, TK Maxx","Official","Yes","EU","EU"
"unknown","218399","2020-05-30","2020-05-29",": ","Slovakia_FAR","0",NA,"",NA,"Spain","Slovakia","","unclassified","Notice of the findings of the non-compliant product","recall","https://www.svps.sk/potraviny/info_16_1_2020.asp","food",NA,NA,"https://www.svps.sk/potraviny/info_16_1_2020.asp, RVPS, NAGEL SLOVAKIA, Dipper XL, EU","Official","Yes","EU","EU"
"unknown","218424","2020-05-30","2020-05-29",": ","Iceland_FAR","0",NA,"",NA,"Iceland","Iceland","","unclassified","An electronic summary of the accounts from the MAST and the position of the fees","recall","https://www.mast.is/is/um-mast/frettir/frettir/rafraent-yfirlit-yfir-reikninga-fra-mast-og-stodu-gjalda","food",NA,NA,"CSV, Finance","Official","Yes","non_EU","non_EU"
"unknown","218381","2020-05-29","2020-05-29",": puffed rice cake","New_Zealand_FAR","0","cereals and bakery products","puffed rice cake","bakery product","New Zealand","New Zealand","","unclassified","San Deul Cheon brand Rice Puffs","recall","https://www.mpi.govt.nz/food-safety/food-recalls/recalled-food-products/san-deul-cheon-brand-rice-puffs/","food",NA,NA,"Rice Puffs, Emart Company Ltd","Official","Yes","non_EU","non_EU"
"unknown","218378","2020-05-29","2020-05-28 00:00:00",": honey","Austria_FAR","0","honey and royal jelly","honey","honey","Austria","Austria","","unclassified","Himmeltau Meal Drink Honey","recall","https://www.ages.at/produktwarnungen/produktwarnung/himmeltau-griessdrink-bienenhonig/","food","maresi austria gmbh",NA,"OTS, Hotline, Himmeltau","Official","Yes","EU","EU"
"unknown","218370","2020-05-29","2020-05-28",": multigrain rice and whole wheat","Italy_FAR","0","cereals and bakery products","multigrain rice and whole wheat","rice","Italy","Italy","","unclassified","DESPAR VITAL - MULTIGRAIN RICE AND WHOLE WHEAT","recall","http://www.salute.gov.it/portale/news/p3_2_1_3_5_1.jsp?lingua=italiano&menu=notizie&p=avvisi&tipo=richiami&id=797","food",NA,"despar vital","","Official","Yes","EU","EU"
"unknown","218372","2020-05-29","2020-05-28",": ","Slovakia_FAR","0",NA,"",NA,"Slovakia","Slovakia","","unclassified","Notice of the findings of the non-compliant product","recall","https://www.svps.sk/potraviny/info_15_1_2020.asp","food",NA,NA,"RVPS","Official","Yes","EU","EU"
"unknown","218322","2020-05-27","2020-05-27",": ","FSN_FAR","0",NA,"",NA,"","","","unclassified","Rethinking menus to help restaurants enhance safety when they reopen","outbreak","https://www.foodsafetynews.com/2020/05/rethinking-menus-to-help-restaurants-enhance-safety-when-they-reopen/","food",NA,NA,"Digital, WebMD, MustHaveMenus, CDC, Restaurants, Food Safety News","Others","Yes","",""
"unknown","218327","2020-05-27","2020-05-26",": manganese sulphate monohydrate","RASFF","0","feed additives","manganese sulphate monohydrate","manganese sulphate","Brazil","Austria","","unclassified","lead (163.84 mg/kg - ppm) in manganese sulphate monohydrate from Brazil, via Germany","information for follow-up","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.2164","feed",NA,NA,"","Official","Yes","non_EU","EU"
"unknown","218261","2020-05-26","2020-05-25",": ","Slovakia_FAR","0",NA,"",NA,"Slovakia","Slovakia","","unclassified","Notice of the findings of the non-compliant product","recall","https://www.svps.sk/potraviny/info_14_1_2020.asp","food",NA,NA,"https://www.svps.sk/potraviny/info_14_1_2020.asp, RVPS","Official","Yes","EU","EU"
"unknown","218318","2020-05-26","2020-05-25",": ","Iceland_FAR","0",NA,"",NA,"Iceland","Iceland","","unclassified","Version rekstrarleyfis to aquaculture to Botnum in Meðallandi","recall","https://www.mast.is/is/um-mast/frettir/frettir/utgafa-rekstrarleyfis-til-fiskeldis-ad-botnum-i-medallandi","food",NA,NA,"Lindarfisks FE-1147, Botnum, Matvaelastofnunar to Lindarfisks","Official","Yes","non_EU","non_EU"
"unknown","218243","2020-05-24","2020-05-23",": chicken breast fillet","Croatia_FAR","0","poultry meat and poultry meat products","chicken breast fillet","chicken","Croatia","Croatia","","unclassified","Recall product: CHICKEN BREAST FILLET, 300g","recall","https://www.hapih.hr/opoziv-proizvoda-pileci-file-od-prsa-300g/","food",NA,NA,"Pivac, PoljskaStavlja, CHICKEN BREAST FILLET, POTROSACEOpoziv, Tezacka, Daszyna, Enteritidis, VrgoracObavijest, EC","Official","Yes","EU","EU"
"unknown","218229","2020-05-23","2020-05-22",": ztler russ’n half","Germany_FAR","0","meat and meat products (other than poultry)","ztler russ’n half","half","Germany","Germany","","unclassified","Warning for the product zötler russ’n half for possible risk of bursting","recall","https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/51627","food",NA,NA,"Schleswig-Holstein, Zotler, Privat-Brauerei Zotler GmbH, Rhineland-Palatinate","Official","Yes","EU","EU"
"unknown","218230","2020-05-23","2020-05-22",": taleggio dop cademartori 200g","Italy_FAR","0",NA,"taleggio dop cademartori 200g","taleggio","Italy","Italy","","unclassified","CADEMARTORI - Taleggio DOP Cademartori 200g","recall","http://www.salute.gov.it/portale/news/p3_2_1_3_5_1.jsp?lingua=italiano&menu=notizie&p=avvisi&tipo=richiami&id=794","food",NA,"cademartori","CADEMARTORI, CADEMARTORI - Taleggio DOP Cademartori","Official","Yes","EU","EU"
"unknown","218231","2020-05-23","2020-05-22",": soup with legumes and cereals","Italy_FAR","0","soups, broths, sauces and condiments","soup with legumes and cereals","legume","Italy","Italy","","unclassified","ZERBINATI - SOUP WITH LEGUMES AND CEREALS","recall","http://www.salute.gov.it/portale/news/p3_2_1_3_5_1.jsp?lingua=italiano&menu=notizie&p=avvisi&tipo=richiami&id=793","food",NA,"zerbinati","","Official","Yes","EU","EU"
"unknown","218232","2020-05-23","2020-05-22",": soup of legumes and cereals","Italy_FAR","0","soups, broths, sauces and condiments","soup of legumes and cereals","legume","Italy","Italy","","unclassified","THOUGH - SOUP, VEGETABLES AND CEREALS","recall","http://www.salute.gov.it/portale/news/p3_2_1_3_5_1.jsp?lingua=italiano&menu=notizie&p=avvisi&tipo=richiami&id=792","food",NA,"consilia","","Official","Yes","EU","EU"
"unknown","218234","2020-05-23","2020-05-22",": chicken drumsticks","Croatia_FAR","0","poultry meat and poultry meat products","chicken drumsticks","chicken","Croatia","Croatia","","unclassified","Recall product: CHICKEN DRUMSTICKS WITH ZABATKOM boneless WITH SKIN on 5 kg","recall","https://www.hapih.hr/opoziv-proizvoda-pileci-batak-sa-zabatkom-bez-kosti-s-kozom-5-kg/","food",NA,NA,"POTROSACEOpoziv, PPK, KarlovacObavijest, PoljskaStavlja, Daszyna","Official","Yes","EU","EU"
"unknown","218238","2020-05-23","2020-05-22",": ","Iceland_FAR","0",NA,"",NA,"Iceland","Iceland","","unclassified","Version rekstrarleyfis to aquaculture to Núpur III in Ölfus","recall","https://www.mast.is/is/um-mast/frettir/frettir/utgafa-rekstrarleyfis-til-fiskeldis-ad-nupum-iii-i-olfusi","food",NA,NA,"Environment","Official","Yes","non_EU","non_EU"
